competition_name,season_name,competition_short,tournament_id,match_id,team,player,total_events,shots,passes,carries,pressures,recoveries,duels,interceptions,blocks,clearances,xg,completed_passes,pass_completion_pct
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Thabang Amod Monare,6,0,2,2,0,0,0,0,0,0,0.0,2,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Thapelo James Morena,95,0,15,17,15,3,5,1,1,1,0.0,7,46.666666666666664
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Thapelo Maseko,36,0,4,7,4,2,0,0,2,1,0.0,3,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Themba Zwane,150,0,39,42,8,5,0,1,2,0,0.0,35,89.74358974358975
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,Zakhele Lerato Lepasa,18,1,1,2,2,0,0,0,1,0,0.050034292,1,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Aaron Tshibola,9,0,1,1,4,0,0,1,1,0,0.0,1,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Arthur Masuaku,144,1,56,33,7,8,1,0,1,4,0.007285921,35,62.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Chancel Mbemba Mangulu,131,1,39,33,4,4,2,1,2,11,0.061118934,33,84.61538461538461
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Charles Pickel,84,1,23,16,9,4,3,0,1,3,0.019673504,19,82.6086956521739
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Cédric Bakambu,61,1,3,4,10,1,7,0,1,0,0.06893747,2,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Gedeon Kalulu Kyatengwa,105,0,36,21,7,0,1,1,0,6,0.0,29,80.55555555555556
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Henoc Inonga Baka,107,0,34,25,5,3,2,2,2,3,0.0,28,82.35294117647058
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Joris Kayembe Ditu,21,0,5,4,3,2,1,0,0,0,0.0,5,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Lionel Mpasi-Nzau,51,0,21,9,0,2,0,0,0,0,0.0,11,52.38095238095239
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Meschak Elia,56,0,10,11,6,2,3,0,2,0,0.0,6,60.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Samuel Moutoussamy,83,1,20,14,16,2,0,0,2,1,0.09852637,15,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Silas Katompa Mvumpa,39,1,3,9,4,3,0,1,1,0,0.29562986,2,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Simon Bokote Banza,36,0,6,4,3,0,2,0,0,0,0.0,3,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Théo Bongonda Mbul'Ofeko Batombo,50,1,8,10,6,4,0,0,1,1,0.04896252,6,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,Yoane Wissa,95,6,22,20,4,3,1,0,2,2,1.052496602,15,68.18181818181817
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Abdoulaye Touré,73,0,25,18,5,0,0,0,1,0,0.0,20,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Aguibou Camara,185,0,50,41,27,2,3,1,2,0,0.0,43,86.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Amadou Diawara,150,0,48,40,8,2,2,0,2,1,0.0,40,83.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Antoine Conte,4,0,0,0,1,0,0,1,0,0,0.0,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Facinet Conte,44,0,7,10,3,2,0,0,0,1,0.0,3,42.857142857142854
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,François Kamano,4,0,0,1,0,0,0,0,1,0,0.0,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Ibrahim Diakité,127,0,39,30,9,3,3,0,1,2,0.0,30,76.92307692307693
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Ibrahim Kone,134,0,48,35,0,6,0,0,0,0,0.0,39,81.25
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Issiaga Sylla,110,0,35,22,9,1,2,0,3,9,0.0,27,77.14285714285715
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Julian Jeanvier,161,2,52,40,6,1,2,1,0,10,0.095182033,47,90.38461538461539
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Mohamed Bayo,88,2,15,11,10,0,1,0,0,0,0.795539224,10,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Morgan Guilavogui,110,1,25,24,15,1,1,1,1,0,0.060405392,19,76.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Mouctar Diakhaby,195,0,63,49,9,5,2,0,3,5,0.0,54,85.71428571428571
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Naby Deco Keïta,145,0,44,35,11,8,3,0,1,1,0.0,34,77.27272727272727
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Sekou Oumar Sylla,49,0,8,7,6,2,2,0,0,0,0.0,6,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,Serhou Guirassy,24,2,3,4,1,1,1,0,0,0,0.18409513,2,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Bryan Alberto Silva Teixeira Jr.,8,1,1,2,0,0,0,0,0,0,0.7835,1,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Erickson Patrick Correia Andrade,81,1,27,13,10,2,1,0,4,2,0.7835,22,81.48148148148148
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Garry Mendes Rodrigues,92,3,15,16,18,2,0,0,0,0,0.178189616,11,73.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Gilson Benchimol Tavares,41,4,3,4,3,0,1,0,0,1,0.43279648800000003,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Jamiro Gregory Monteiro Alvarenga,179,1,47,37,25,4,3,0,0,0,0.03849701,36,76.59574468085107
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Josimar José Évora Dias,122,0,49,19,0,6,0,0,0,0,0.0,35,71.42857142857143
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Jovane Eduardo Borges Cabral,133,2,28,24,21,8,2,0,0,0,0.131479234,21,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,João Paulo Moreira Fernandes,207,2,60,48,14,12,3,3,3,5,0.023624712,53,88.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Kenny Rocha Santos,183,3,52,35,21,6,1,0,1,3,0.155767182,40,76.92307692307693
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Kevin Lenini Gonçalves Pereira de Pina,99,3,24,18,15,3,2,0,2,2,0.1067307633,20,83.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Laros Duarte,45,1,8,7,8,4,3,1,0,0,0.7835,5,62.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Logan Costa,201,0,69,48,5,5,2,2,5,8,0.0,56,81.15942028985508
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Roberto Lopes,161,0,54,34,12,2,2,0,5,10,0.0,44,81.48148148148148
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Ryan Isaac Mendes da Graça,84,1,18,19,11,5,1,1,1,0,0.1870518,5,27.77777777777778
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Steven Moreira,162,0,49,35,17,8,2,1,3,2,0.0,38,77.55102040816327
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Tiago Manuel Dias Correia,73,6,20,14,2,4,2,0,0,1,0.8176114269,16,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,Willy Afonso Semedo Johnson,90,2,16,19,11,3,1,0,0,3,1.00519155,11,68.75
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Aubrey Maphosa Modiba,195,2,54,44,20,9,7,1,5,6,0.798222381,34,62.96296296296296
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Evidence Makgopa,139,2,22,19,26,5,8,0,1,0,0.22025427,16,72.72727272727273
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Gomolemo Grant Kekana,149,0,47,35,10,5,3,0,2,8,0.0,39,82.97872340425532
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Jayden Adams,36,1,9,5,4,1,3,0,1,0,0.072786205,7,77.77777777777779
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Khuliso Johnson Mudau,186,1,59,42,11,6,7,3,6,4,0.07575575,51,86.4406779661017
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Mihlali Samson Mayambela,84,2,15,15,8,3,2,0,0,2,0.3393723495,10,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Mothobi Mvala,166,1,58,40,6,5,4,4,3,7,0.7835,48,82.75862068965517
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Nyiko Mobbie,19,1,4,4,2,2,1,0,0,1,0.0061433534,2,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Percy Tau,119,0,31,29,14,1,1,0,0,0,0.0,24,77.41935483870968
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Ronwen Williams,135,0,50,22,0,7,0,0,0,0,0.0,29,57.99999999999999
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Sphephelo S''Miso Sithole,186,1,48,44,21,5,5,0,4,1,0.022159964,39,81.25
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Teboho Mokoena,244,7,66,57,26,8,1,1,2,2,0.9680690514,48,72.72727272727273
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Terrence Mashego,8,0,3,0,2,0,0,0,0,0,0.0,1,33.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Thapelo James Morena,82,0,17,16,14,2,1,0,0,1,0.0,13,76.47058823529412
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Thapelo Maseko,68,0,10,16,4,3,2,0,2,0,0.0,8,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Themba Zwane,157,1,35,38,20,3,3,0,1,0,0.16088825,31,88.57142857142857
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,Zakhele Lerato Lepasa,30,1,8,4,3,1,0,0,0,0,0.7835,6,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Christian Kouamé,49,0,5,5,10,1,1,0,1,1,0.0,4,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Franck Yannick Kessié,166,0,29,31,30,5,7,1,2,4,0.0,18,62.06896551724138
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Ghislain Konan,157,0,50,35,16,7,3,0,4,1,0.0,36,72.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Jean Michaël Seri,114,0,34,22,14,7,3,1,2,0,0.0,31,91.17647058823529
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Max-Alain Gradel,94,0,20,16,20,5,3,0,0,1,0.0,15,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Nicolas Pépé,66,1,14,15,6,1,1,0,0,0,0.059566945,10,71.42857142857143
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Obite Evan Ndicka,153,0,53,35,7,5,3,0,1,9,0.0,46,86.79245283018868
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Odilon Kossonou,66,0,19,18,3,0,0,1,0,2,0.0,18,94.73684210526315
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Oumar Diakité,95,2,17,18,15,2,6,0,2,0,0.2489321,14,82.35294117647058
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Seko Fofana,148,3,27,33,16,7,1,1,4,1,0.11880232199999999,25,92.5925925925926
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Serge Aurier,87,0,33,17,5,3,1,0,2,1,0.0,21,63.63636363636363
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Simon Adingra,50,1,5,8,14,3,3,0,2,0,0.17165826,4,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Sébastien Haller,107,1,17,11,11,3,11,0,0,1,0.12174139,15,88.23529411764706
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Wilfried Stephane Singo,125,3,37,25,8,7,5,1,2,5,0.116687892,26,70.27027027027027
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Willy Boly,88,0,26,15,15,1,6,0,1,2,0.0,22,84.61538461538461
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,Yahia Fofana,105,0,41,20,0,5,0,0,0,0,0.0,23,56.09756097560976
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Adama Traoré,100,2,24,24,12,6,1,0,0,0,0.8613149,21,87.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Amadou Haïdara,96,3,20,18,18,4,5,1,2,0,0.088460572,17,85.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Boubacar Traore,64,1,13,13,9,3,3,0,1,1,0.01457494,11,84.61538461538461
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Boubakar Kouyate,252,2,85,63,7,2,3,0,3,9,0.25937209,79,92.94117647058823
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Diadie Samassekou,181,0,49,38,18,5,8,5,0,5,0.0,47,95.91836734693877
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Djigui Diarra,55,0,22,9,0,1,0,0,0,0,0.0,18,81.81818181818183
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Falaye Sacko,267,0,91,66,25,9,3,0,2,1,0.0,76,83.51648351648352
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Fousseni Diabaté,138,0,37,32,13,1,1,0,0,0,0.0,28,75.67567567567568
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Hamari Traoré,298,0,108,80,5,5,3,0,3,2,0.0,89,82.4074074074074
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Ibrahim Sissoko,22,0,5,6,1,0,0,0,0,0,0.0,4,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Kamory Doumbia,167,0,32,32,34,3,5,1,2,0,0.0,28,87.5
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Lassana Coulibaly,155,0,44,39,12,3,2,1,0,1,0.0,40,90.9090909090909
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Lassine Sinayoko,147,0,22,27,29,2,4,0,0,1,0.0,15,68.18181818181817
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Mamadou Fofana,44,0,13,10,5,0,0,0,0,2,0.0,13,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Nene Dorgeles,106,2,16,24,21,0,2,2,1,0,0.058703107000000004,13,81.25
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Sikou Niakate,234,0,83,57,8,4,3,1,0,5,0.0,65,78.3132530120482
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,Yves Bissouma,63,1,15,16,4,2,2,0,1,0,0.03469253,15,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Ademola Lookman,129,1,25,23,24,2,1,1,0,0,0.013108453,17,68.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Alex Iwobi,130,1,40,34,10,4,1,0,2,0,0.009944716,32,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Alhassan Yusuf,72,0,17,14,15,0,2,0,0,0,0.0,16,94.11764705882352
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Bright Osayi-Samuel,143,0,43,34,12,6,0,1,0,1,0.0,39,90.69767441860465
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Calvin Bassey Ughelumba,141,0,43,28,21,4,1,1,6,3,0.0,34,79.06976744186046
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Frank Onyeka,152,2,38,25,26,5,5,5,1,1,0.15827582,31,81.57894736842105
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Joe Aribo,19,0,6,5,1,1,1,0,0,0,0.0,6,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Kelechi Promise Iheanacho,20,3,3,4,3,1,1,0,1,0,0.905614786,3,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Kenneth Josiah Omeruo,1,1,0,0,0,0,0,0,0,0,0.7835,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Moses Daddy-Ajala Simon,102,0,19,25,9,2,1,0,1,1,0.0,13,68.42105263157895
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Oluwasemilogo Adesewo Ibidapo Ajayi,95,0,33,19,8,2,3,1,1,1,0.0,25,75.75757575757575
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Samuel Chimerenka Chukwueze,87,1,20,21,9,3,2,0,0,0,0.03677163,14,70.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Stanley Bobo Nwabali,73,0,28,6,0,7,0,0,0,0,0.0,15,53.57142857142857
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Temitayo Olufisayo Olaoluwa Aina,169,1,56,37,17,3,3,3,2,2,0.7835,36,64.28571428571429
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Terem Igobor Moffi,7,1,0,1,2,0,0,0,0,0,0.7835,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,Victor James Osimhen,134,5,13,18,20,5,2,1,0,0,0.3311652287,9,69.23076923076923
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,William Troost-Ekong,140,3,44,31,11,4,2,2,1,5,1.603432743,40,90.9090909090909
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Aubrey Maphosa Modiba,182,0,55,41,16,3,6,1,3,4,0.0,48,87.27272727272727
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Evidence Makgopa,140,4,24,23,17,4,3,0,3,3,0.995517734,16,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Gomolemo Grant Kekana,220,0,80,57,1,3,1,1,0,5,0.0,75,93.75
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Khuliso Johnson Mudau,207,1,64,53,11,6,4,3,4,3,0.28733972,50,78.125
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Mihlali Samson Mayambela,56,3,12,15,1,4,0,1,0,0,0.926881026,12,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Mothobi Mvala,231,1,71,56,15,3,7,2,2,3,0.7835,63,88.73239436619718
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Nkosinathi Sibisi,3,0,1,1,0,0,0,0,0,0,0.0,1,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Percy Tau,210,3,55,42,21,2,2,0,3,0,0.210255875,46,83.63636363636363
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Ronwen Williams,116,0,41,22,1,1,0,0,0,0,0.0,34,82.92682926829268
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Siyanda Xulu,178,0,62,45,6,1,2,1,3,2,0.0,56,90.32258064516128
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Sphephelo S''Miso Sithole,248,2,69,60,20,8,4,1,2,1,0.07786042200000001,64,92.7536231884058
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Teboho Mokoena,265,4,80,67,16,5,1,2,1,2,1.61111472,69,86.25
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Themba Zwane,134,0,34,32,8,2,2,0,0,1,0.0,27,79.41176470588235
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,Zakhele Lerato Lepasa,54,0,12,11,2,3,3,0,1,1,0.0,9,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Aaron Tshibola,33,0,9,6,8,0,2,0,1,0,0.0,6,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Arthur Masuaku,152,0,54,28,14,5,7,1,3,3,0.0,37,68.51851851851852
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Chancel Mbemba Mangulu,124,0,40,25,9,0,2,2,3,10,0.0,30,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Charles Pickel,48,0,13,8,8,2,1,0,1,0,0.0,11,84.61538461538461
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Cédric Bakambu,84,1,9,10,15,1,4,0,0,1,0.025500555,6,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Fiston Kalala Mayele,31,0,2,2,8,0,6,0,0,0,0.0,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Gaël Kakuta,42,1,6,8,11,1,1,0,0,0,0.026235199,3,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Gedeon Kalulu Kyatengwa,130,0,44,24,16,3,6,1,1,3,0.0,29,65.9090909090909
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Henoc Inonga Baka,144,0,48,33,11,4,1,4,3,1,0.0,38,79.16666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Lionel Mpasi-Nzau,74,0,31,9,1,3,0,0,0,0,0.0,25,80.64516129032258
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Meschak Elia,100,1,21,19,10,2,2,1,0,0,0.025364079,11,52.38095238095239
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Samuel Moutoussamy,113,1,23,20,30,1,5,0,2,0,0.008312197,17,73.91304347826086
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Silas Katompa Mvumpa,23,0,1,3,8,0,0,0,0,0,0.0,1,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Simon Bokote Banza,36,1,4,3,8,2,5,0,0,0,0.040101893,1,25.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Théo Bongonda Mbul''Ofeko Batombo,52,1,9,12,6,3,3,0,0,0,0.1310874,8,88.88888888888889
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,Yoane Wissa,66,1,9,12,9,4,5,0,1,0,0.56948215,8,88.88888888888889
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Franck Yannick Kessié,154,3,37,39,12,6,0,0,2,0,0.26362458,31,83.78378378378379
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Ghislain Konan,119,0,38,23,14,7,5,2,3,8,0.0,31,81.57894736842105
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Ibrahim Sangaré,56,0,15,12,7,1,1,1,2,3,0.0,13,86.66666666666667
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Jean Michaël Seri,110,1,36,26,6,1,2,0,0,1,0.006658055,34,94.44444444444444
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Jean Thierry Lazare Amani,55,1,11,14,7,3,1,1,1,0,0.03835422,8,72.72727272727273
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Jean-Philippe Krasso,13,0,2,3,1,0,0,0,0,0,0.0,1,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Jeremie Boga,6,0,0,2,0,0,0,0,0,0,0.0,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Jonathan Bamba,29,0,7,8,1,1,0,0,0,0,0.0,6,85.71428571428571
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Max-Alain Gradel,164,2,34,41,10,6,0,1,2,1,0.075262594,26,76.47058823529412
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Obite Evan Ndicka,154,1,51,36,8,4,2,0,3,8,0.028805235,38,74.50980392156863
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Seko Fofana,83,0,19,19,12,3,2,0,0,0,0.0,17,89.47368421052632
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Simon Adingra,116,1,25,26,9,2,0,1,1,0,0.031324156,17,68.0
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Sébastien Haller,110,5,19,13,16,3,2,0,0,2,0.405532336,15,78.94736842105263
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Wilfried Stephane Singo,157,0,54,40,9,3,2,3,0,4,0.0,44,81.48148148148148
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Willy Boly,134,0,47,31,6,2,1,0,0,10,0.0,42,89.36170212765957
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,Yahia Fofana,39,0,15,5,0,4,0,0,0,0,0.0,13,86.66666666666667
African Cup of Nations,2023,AFCON,AFCON_2023,3923880,Congo DR,Aaron Tshibola,86,0,20,17,20,1,1,1,0,1,0.0,19,95.0
African Cup of Nations,2023,AFCON,AFCON_2023,3923880,Congo DR,Brian Jephte Bayeye,137,0,47,30,12,4,2,2,1,3,0.0,36,76.59574468085107
African Cup of Nations,2023,AFCON,AFCON_2023,3923880,Congo DR,Chancel Mbemba Mangulu,169,2,56,39,10,1,2,0,0,6,1.0905562,49,87.5
African Cup of Nations,2023,AFCON,AFCON_2023,3923880,Congo DR,Cédric Bakambu,31,1,4,5,4,0,0,0,0,2,0.7835,2,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3923880,Congo DR,Dimitry Bertaud,54,0,20,9,0,1,0,0,0,0,0.0,19,95.0
