competition_name,season_name,competition_short,tournament_id,match_id,team,player,total_events,shots,passes,carries,pressures,recoveries,duels,interceptions,blocks,clearances,xg,completed_passes,pass_completion_pct
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Mehdi Torabi,46,1,10,10,9,1,0,1,0,0,0.051057886,6,60.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Milad Mohammadi,112,0,39,17,21,3,4,2,3,2,0.0,23,58.97435897435898
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Morteza Pouraliganji,71,1,28,10,7,3,1,3,2,3,0.05160931,15,53.57142857142857
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Ramin Rezaeian,163,2,47,39,15,5,9,4,0,1,0.230377999,32,68.08510638297872
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Roozbeh Cheshmi,10,1,5,1,2,1,0,0,0,0,0.03268815,2,40.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Saeid Ezatolahi Afagh,94,1,27,11,18,3,6,0,5,1,0.047915842,18,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Sardar Azmoun,68,4,15,6,7,1,4,0,1,1,0.609281293,8,53.333333333333336
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Seyed Hossein Hosseini,68,0,28,13,0,6,0,0,0,0,0.0,15,53.57142857142857
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Iran,Seyed Majid Hosseini,93,0,32,20,7,10,4,1,0,5,0.0,24,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Aaron Ramsey,181,1,50,47,4,7,1,1,2,0,0.025361432,38,76.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Ben Davies,226,1,78,57,10,7,2,0,3,4,0.053537875,65,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Brennan Johnson,54,1,9,13,3,4,2,0,1,0,0.059788406,7,77.77777777777779
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Chris Mepham,178,0,61,44,6,3,1,1,3,8,0.0,49,80.32786885245902
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Connor Roberts,115,0,39,25,3,1,0,1,3,3,0.0,27,69.23076923076923
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Daniel James,53,0,11,9,7,0,2,1,0,0,0.0,6,54.54545454545454
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Daniel Ward,19,0,7,2,0,0,0,0,0,0,0.0,4,57.14285714285714
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Ethan Ampadu,199,0,68,48,8,4,1,1,4,2,0.0,54,79.41176470588235
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Gareth Frank Bale,108,1,25,20,6,3,4,0,0,2,0.02170084,19,76.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Harry Wilson,91,1,27,19,5,3,0,0,1,0,0.030164797,19,70.37037037037037
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Joe Allen,34,0,9,6,2,5,0,1,1,4,0.0,7,77.77777777777779
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Joe Rodon,170,0,57,42,6,3,5,2,1,7,0.0,54,94.73684210526315
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Kieffer Roberto Francisco Moore,140,2,28,15,15,2,4,1,3,3,0.3495107,17,60.71428571428571
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Neco Williams,201,3,56,44,14,11,4,1,4,2,0.07557114100000001,42,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857273,Wales,Wayne Hennessey,101,0,34,21,1,10,0,0,0,0,0.0,30,88.23529411764706
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Angelo Smit Preciado Quiñónez,126,3,37,25,14,7,2,2,1,1,0.064235936,26,70.27027027027027
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Enner Remberto Valencia Lastra,168,5,21,35,14,7,8,2,2,1,1.0026602119999999,17,80.95238095238095
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Felix Eduardo Torres Caicedo,178,0,64,48,2,4,2,1,0,6,0.0,53,82.8125
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Gonzalo Jordy Plata Jiménez,162,1,33,30,25,3,6,0,1,0,0.046335444,27,81.81818181818183
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Hernán Ismael Galíndez,45,0,20,9,0,4,0,0,0,0,0.0,12,60.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Jackson Gabriel Porozo Vernaza,126,0,37,28,11,4,2,4,3,2,0.0,33,89.1891891891892
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Jeremy Leonel Sarmiento Morante,40,0,10,8,1,2,2,0,0,0,0.0,6,60.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Jhegson Sebastián Méndez Carabalí,195,0,63,47,19,8,1,1,2,0,0.0,54,85.71428571428571
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Kevin José Rodríguez Cortez,14,0,1,0,3,0,2,0,1,0,0.0,0,0.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Michael Steveen Estrada Martínez,108,2,17,16,14,1,5,0,0,1,0.203843194,15,88.23529411764706
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Moisés Isaac Caicedo Corozo,198,2,55,40,26,6,6,0,4,2,0.063906849,43,78.18181818181819
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Pervis Josué Estupiñán Tenorio,189,2,59,39,15,6,4,3,5,0,0.27007267,44,74.57627118644068
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Piero Martín Hincapié Reyna,140,0,44,23,22,4,5,2,1,5,0.0,29,65.9090909090909
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Ecuador,Romario Andrés Ibarra Mina,11,0,2,1,4,0,0,0,0,0,0.0,0,0.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Andries Noppert,117,0,44,23,0,4,0,0,0,0,0.0,36,81.81818181818183
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Cody Mathès Gakpo,115,1,20,22,11,5,3,0,3,3,0.059259485,12,60.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Daley Blind,201,0,66,47,11,6,4,1,1,1,0.0,56,84.84848484848484
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Davy Klaassen,79,0,26,14,6,2,2,0,1,0,0.0,21,80.76923076923077
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Denzel Dumfries,122,0,30,19,16,1,5,1,2,0,0.0,19,63.33333333333333
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Frenkie de Jong,215,0,73,49,16,2,6,0,3,0,0.0,67,91.78082191780823
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Jurriën David Norman Timber,211,0,64,46,22,3,6,0,2,6,0.0,56,87.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Marten de Roon,28,0,9,5,5,0,2,0,1,0,0.0,7,77.77777777777779
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Memphis Depay,71,0,12,13,1,1,2,0,1,0,0.0,9,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Nathan Aké,230,0,82,60,7,2,5,1,2,2,0.0,73,89.02439024390245
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Steven Berghuis,52,0,16,11,5,0,3,0,1,0,0.0,8,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Steven Bergwijn,73,0,16,16,3,1,2,0,0,0,0.0,15,93.75
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Teun Koopmeiners,156,1,37,31,24,5,3,1,5,1,0.04520454,29,78.37837837837837
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Virgil van Dijk,168,0,55,36,7,3,4,1,2,11,0.0,48,87.27272727272727
FIFA World Cup,2022,World Cup,World Cup_2022,3857274,Netherlands,Wout Weghorst,10,0,2,1,1,0,2,0,1,0,0.0,1,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Adrien Rabiot,75,2,17,20,3,3,1,0,1,0,0.144442704,14,82.35294117647058
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Antoine Griezmann,98,0,35,29,0,1,0,0,1,0,0.0,29,82.85714285714286
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Aurélien Djani Tchouaméni,283,0,95,80,5,7,1,2,0,1,0.0,89,93.6842105263158
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Axel Disasi,195,1,72,44,8,2,3,4,0,4,0.061025612,55,76.38888888888889
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Eduardo Camavinga,281,0,79,70,18,9,10,2,6,6,0.0,70,88.60759493670885
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Ibrahima Konaté,220,0,68,63,7,6,9,0,2,3,0.0,66,97.05882352941177
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Jordan Veretout,118,0,35,30,9,2,3,0,1,1,0.0,32,91.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Kingsley Coman,97,1,18,25,8,1,4,1,1,0,0.08786314,16,88.88888888888889
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Kylian Mbappé Lottin,104,3,25,34,0,2,0,0,0,0,0.08112707899999999,17,68.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Mattéo Guendouzi Olié,102,0,32,27,2,5,0,0,1,0,0.0,28,87.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Ousmane Dembélé,67,1,18,20,1,3,1,1,0,0,0.020325886,13,72.22222222222221
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Randal Kolo Muani,112,1,17,24,15,1,8,1,1,1,0.041042205,12,70.58823529411765
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Raphaël Varane,128,0,46,35,1,2,0,0,0,3,0.0,41,89.13043478260869
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Steve Mandanda,69,0,31,14,0,7,0,0,0,0,0.0,18,58.06451612903226
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,William Saliba,103,0,37,28,3,4,0,0,0,0,0.0,37,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,France,Youssouf Fofana,143,1,36,40,14,3,2,1,3,0,0.041162748,27,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Ali Abdi,9,0,1,1,1,2,0,0,0,1,0.0,1,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Ali Maâloul,151,0,61,28,8,2,4,2,2,4,0.0,39,63.934426229508205
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Anis Ben Slimane,128,1,25,22,10,6,5,1,1,1,0.1007914,18,72.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Aymen Dahmen,38,0,16,5,0,0,0,0,0,0,0.0,8,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Aïssa Bilal Laïdouni,178,1,43,41,14,10,3,3,4,2,0.013856714,37,86.04651162790698
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Ellyes Joris Skhiri,141,0,36,28,18,5,6,3,2,1,0.0,30,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Ghilane Chalali,26,0,5,4,6,1,0,1,3,1,0.0,4,80.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Issam Jebali,46,0,4,7,9,2,3,0,1,2,0.0,3,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Mohamed Ali Ben Romdhane,107,0,19,25,10,8,7,0,1,1,0.0,14,73.68421052631578
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Montassar Omar Talbi,94,0,29,20,9,2,3,1,1,8,0.0,25,86.20689655172413
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Nader Ghandri,100,0,30,23,2,2,3,1,4,9,0.0,27,90.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Wahbi Khazri,73,3,10,18,6,6,1,0,0,0,0.18369887199999999,8,80.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Wajdi Kechrida,142,0,47,33,6,5,4,0,2,2,0.0,29,61.702127659574465
FIFA World Cup,2022,World Cup,World Cup_2022,3857275,Tunisia,Yassine Meriah,119,0,35,25,11,3,5,1,1,2,0.0,32,91.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Alistair Johnston,189,1,65,46,9,7,3,1,3,2,0.638813,58,89.23076923076924
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Alphonso Davies,122,1,29,23,14,1,2,1,2,0,0.051903803,19,65.51724137931035
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Atiba Hutchinson,85,1,30,18,3,4,1,1,2,2,0.086874224,28,93.33333333333333
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Cyle Larin,62,0,11,12,10,3,0,0,0,2,0.0,6,54.54545454545454
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,David Junior Hoilett,120,0,28,26,11,5,4,2,0,0,0.0,20,71.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,David Wallace Wotherspoon,25,0,6,6,1,0,1,0,1,0,0.0,3,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Ismael Koné,93,0,29,26,5,4,0,0,0,0,0.0,27,93.10344827586206
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Jonathan David,50,0,12,11,6,2,0,0,0,0,0.0,11,91.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Jonathan Osorio,110,0,29,27,14,2,0,0,0,0,0.0,27,93.10344827586206
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Kamal Miller,262,0,91,70,7,5,3,2,0,2,0.0,83,91.20879120879121
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Mark Anthony Kaye,189,1,57,45,13,4,3,1,1,0,0.038882375,50,87.71929824561403
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Milan Borjan,63,0,24,13,0,4,0,0,0,0,0.0,21,87.5
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Richie Laryea,38,0,7,10,3,2,1,0,0,0,0.0,5,71.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Sam Adekugbe,122,0,37,28,14,2,0,0,1,0,0.0,31,83.78378378378379
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Steven de Sousa Vitoria,228,0,79,60,4,6,2,0,2,4,0.0,70,88.60759493670885
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Canada,Tajon Buchanan,147,1,28,33,21,1,1,2,1,0,0.27914461,21,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Abdelhamid Sabiri,96,2,26,20,12,3,0,2,1,1,0.11918856,21,80.76923076923077
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Abderrazak Hamdallah,31,0,5,3,4,1,1,0,0,1,0.0,3,60.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Achraf Hakimi Mouh,174,0,58,42,7,4,6,3,3,0,0.0,49,84.48275862068965
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Azzedine Ounahi,137,0,33,34,17,5,2,1,1,0,0.0,27,81.81818181818183
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Hakim Ziyech,151,2,40,36,18,4,3,1,2,1,0.047101409999999996,26,65.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Jawad El Yamiq,10,0,1,1,3,0,2,0,0,2,0.0,1,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Nayef Aguerd,129,0,41,36,3,2,2,2,0,6,0.0,35,85.36585365853658
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Noussair Mazraoui,79,0,22,13,10,2,4,0,1,6,0.0,18,81.81818181818183
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Romain Saïss,117,0,39,30,6,3,4,1,0,5,0.0,30,76.92307692307693
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Selim Amallah,21,0,2,1,4,1,5,0,1,0,0.0,0,0.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Sofiane Boufal,119,1,18,22,24,2,5,1,2,0,0.06158555,15,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Sofyan Amrabat,164,0,47,39,22,4,3,2,0,3,0.0,43,91.48936170212765
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Yahya Jabrane,11,0,3,2,2,2,1,0,0,0,0.0,2,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Yassine Bounou,91,0,36,24,0,3,0,0,0,0,0.0,25,69.44444444444444
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Youssef En-Nesyri,111,2,18,21,16,4,4,0,3,3,0.19852830500000002,12,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857276,Morocco,Zakaria Aboukhlal,22,0,4,4,6,1,0,0,0,1,0.0,3,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Andrej Kramarić,68,0,12,14,4,1,3,0,0,0,0.0,10,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Borna Sosa,192,0,61,48,11,2,3,2,3,2,0.0,47,77.04918032786885
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Dejan Lovren,277,1,93,76,8,2,8,0,3,4,0.2503287,82,88.17204301075269
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Dominik Livaković,67,0,26,14,0,5,0,0,0,0,0.0,26,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Ivan Perišić,142,1,41,30,10,2,5,2,1,1,0.00976612,29,70.73170731707317
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Josip Juranović,165,0,56,41,7,4,5,0,1,0,0.0,45,80.35714285714286
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Joško Gvardiol,331,0,115,97,0,3,1,2,3,1,0.0,102,88.69565217391305
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Lovro Majer,42,0,11,11,3,2,0,0,0,0,0.0,9,81.81818181818183
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Luka Modrić,289,1,93,72,17,8,0,4,1,1,0.073204115,77,82.79569892473118
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Marcelo Brozović,289,0,89,75,21,4,5,1,3,0,0.0,77,86.51685393258427
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Mario Pašalić,64,0,15,13,7,2,3,0,2,0,0.0,14,93.33333333333333
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Marko Livaja,39,0,9,10,3,2,1,0,0,0,0.0,3,33.33333333333333
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Mateo Kovačić,180,0,54,46,8,5,3,1,0,0,0.0,48,88.88888888888889
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Mislav Oršić,4,0,1,0,1,0,0,0,1,0,0.0,1,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Croatia,Nikola Vlašić,64,2,10,13,7,1,0,0,0,0,0.51656157,7,70.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Abdelhamid Sabiri,33,0,9,8,0,0,0,2,1,2,0.0,7,77.77777777777779
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Abderrazak Hamdallah,14,0,1,0,1,0,2,0,0,1,0.0,0,0.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Abdessamad Ezzalzouli,34,0,2,5,11,2,0,1,1,0,0.0,0,0.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Achraf Hakimi Mouh,173,1,51,39,13,6,6,2,3,2,0.019376563,43,84.31372549019608
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Azzedine Ounahi,144,0,31,33,21,4,4,2,0,0,0.0,22,70.96774193548387
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Hakim Ziyech,172,2,34,31,29,2,7,2,4,1,0.118618134,20,58.82352941176471
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Nayef Aguerd,132,0,47,35,3,2,1,1,1,4,0.0,41,87.2340425531915
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Noussair Mazraoui,86,2,20,16,9,7,4,0,4,4,0.105738022,17,85.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Romain Saïss,144,0,51,37,3,3,2,2,0,3,0.0,45,88.23529411764706
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Selim Amallah,106,0,13,18,29,2,4,1,1,1,0.0,10,76.92307692307693
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Sofiane Boufal,102,2,17,25,12,2,2,1,0,0,0.084736917,14,82.35294117647058
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Sofyan Amrabat,148,0,47,33,14,8,1,1,4,0,0.0,41,87.2340425531915
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Yahia Attiyat allah,58,0,19,16,1,8,1,0,1,1,0.0,14,73.68421052631578
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Yassine Bounou,69,0,27,16,0,6,0,0,0,0,0.0,20,74.07407407407408
FIFA World Cup,2022,World Cup,World Cup_2022,3857277,Morocco,Youssef En-Nesyri,76,1,15,6,22,3,2,0,3,3,0.03416934,7,46.666666666666664
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Abolfazl Jalali,89,0,29,25,0,6,0,0,0,1,0.0,21,72.41379310344827
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Ahmad Nourollahi,66,0,17,14,9,2,0,0,0,1,0.0,14,82.35294117647058
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Ali Gholizadeh,104,0,24,24,16,7,2,3,1,0,0.0,16,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Ali Karimi,110,0,33,22,11,0,3,1,3,1,0.0,30,90.9090909090909
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Alireza Safar Beiranvand,69,0,28,10,0,1,0,0,0,0,0.0,21,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Ehsan Hajsafi,117,0,37,24,13,0,2,1,1,0,0.0,27,72.97297297297297
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Karim Ansarifard,13,0,2,2,2,1,0,0,1,0,0.0,2,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Mehdi Taremi,171,1,35,30,18,7,7,0,4,2,0.30539662,27,77.14285714285715
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Mehdi Torabi,57,0,17,13,3,3,1,0,1,0,0.0,16,94.11764705882352
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Milad Mohammadi,69,0,15,10,18,0,3,0,2,1,0.0,13,86.66666666666667
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Mohammad Hossein Kanani Zadegan,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Morteza Pouraliganji,207,1,72,50,8,3,4,1,3,2,0.21722858,60,83.33333333333334
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Ramin Rezaeian,180,0,58,37,14,2,6,1,3,1,0.0,39,67.24137931034483
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Saeid Ezatolahi Afagh,171,1,57,38,12,5,3,1,0,1,0.006830182,44,77.19298245614034
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Saman Ghoddos,77,1,21,15,9,0,2,0,0,0,0.39133456,15,71.42857142857143
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Sardar Azmoun,49,0,13,7,3,1,3,0,1,0,0.0,6,46.15384615384615
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,Iran,Seyed Majid Hosseini,177,0,57,38,14,7,5,3,2,1,0.0,51,89.47368421052632
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Antonee Robinson,178,0,58,40,13,3,1,2,0,2,0.0,36,62.06896551724138
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Brenden Aaronson,79,0,12,16,15,3,1,1,1,0,0.0,7,58.333333333333336
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Cameron Carter-Vickers,165,0,55,41,7,2,6,0,1,8,0.0,50,90.9090909090909
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Christian Pulisic,82,2,16,18,8,5,1,0,0,1,0.610759206,12,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Haji Wright,43,1,4,5,7,1,3,0,0,1,0.057746947,1,25.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Joshua Sargent,112,3,21,26,9,3,2,1,2,0,0.10870075200000001,19,90.47619047619048
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Kellyn Kai Perry-Acosta,17,0,4,2,6,0,1,0,0,0,0.0,3,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Matthew Charles Turner,78,0,33,14,0,8,0,0,0,0,0.0,29,87.87878787878788
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Sergino Dest,189,2,55,50,7,6,3,1,1,0,0.098822184,43,78.18181818181819
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Shaquell Moore,23,0,7,2,6,0,2,0,0,2,0.0,2,28.57142857142857
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Tim Ream,172,0,58,49,2,5,1,3,0,5,0.0,54,93.10344827586206
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Timothy Weah,127,2,32,29,4,5,1,0,2,0,0.16742896000000002,27,84.375
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Tyler Adams,216,0,69,51,18,8,5,0,3,3,0.0,63,91.30434782608695
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Walker Zimmerman,14,0,3,0,2,0,2,0,0,7,0.0,2,66.66666666666666
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Weston McKennie,136,0,38,30,12,2,1,0,0,1,0.0,31,81.57894736842105
FIFA World Cup,2022,World Cup,World Cup_2022,3857278,United States,Yunus Dimoara Musah,215,2,52,49,24,9,7,0,2,1,0.126196552,47,90.38461538461539
